id,amount,currency,merchant_name,issued_at,sender_account_id,recipient_account_id,credit_card_id
17910,746432.45,EUR,Guerin EURL,2006-02-18T21:50:09+01:00,812,849,812
17911,6317.86,EUR,Prevost SEM,2009-01-29T08:06:47+01:00,990,58,990
17912,7077.31,EUR,Rolland et Richard,2003-08-12T12:41:44+02:00,916,671,916
17913,5704.18,EUR,Cousin et Sanchez,2023-11-14T21:11:34+01:00,192,573,192
17914,5204.06,EUR,Aubert et Renard,2023-07-02T16:12:18+02:00,314,676,314
17915,9567.05,EUR,Mercier SEM,2013-03-13T23:36:31+01:00,151,182,151
17916,9131.8,EUR,Paul et Lemoine,2016-06-09T11:44:39+02:00,710,273,710
17917,8996.59,PHP,Richard et Perrot,2019-01-04T13:24:41+01:00,568,484,568
17918,9947.49,EUR,Hubert SARL,2003-12-21T21:24:22+01:00,116,582,116
17919,9692.4,EUR,Nguyen et Renaud,2009-09-26T13:20:33+02:00,178,934,178
17920,7880.91,EUR,Simon SA,2002-02-23T21:57:07+01:00,569,18,569
17921,1570.86,EUR,Le roux et Moulin,2021-02-21T02:38:01+01:00,798,630,798
17922,613.97,EUR,Maillard et Giraud,2013-09-30T14:25:45+02:00,199,389,199
17923,3626.71,EUR,Fernandez SARL,2016-12-07T13:21:05+01:00,581,608,581
17924,9423.05,EUR,Martinez SCOP,2002-06-16T20:55:35+02:00,952,257,952
17925,4256.54,EUR,Faure EI,2006-08-13T03:45:52+02:00,417,962,417
17926,9436.65,EUR,Remy et Denis,2000-07-22T18:44:38+02:00,103,692,103
17927,7226.3,EUR,Lefebvre EURL,2004-08-17T23:43:59+02:00,900,354,900
17928,2777.98,EUR,Roussel SCOP,2006-08-14T22:01:26+02:00,847,449,847
17929,193.39,EUR,Nguyen et Roger,2010-04-01T06:59:30+02:00,196,660,196
17930,6837.84,EUR,Dumas SA,2012-01-28T07:26:26+01:00,620,870,620
17931,1014.85,EUR,Riviere et Remy,2020-12-21T22:26:42+01:00,207,875,207
17932,1318.3,EUR,Menard et Gerard,2009-01-14T04:56:12+01:00,721,802,721
17933,8002.19,EUR,Lambert et Maillard,2005-06-03T22:14:41+02:00,183,857,183
17934,9241.29,EUR,Lambert SAS,2014-02-17T05:59:28+01:00,487,583,487
17935,4675.09,LKR,Dupuy et Lecomte,2017-02-02T20:02:18+01:00,910,569,910
17936,4926.74,EUR,Morel et Garnier,2005-11-26T03:51:50+01:00,91,560,91
17937,2016.36,EUR,Pierre SCOP,2011-08-27T22:13:35+02:00,866,994,866
17938,668.95,EUR,Dufour et Leroy,2012-04-21T07:36:36+02:00,754,785,754
17939,6879.87,EUR,Francois et Fernandez,2011-12-04T15:37:56+01:00,916,103,916
17940,315.43,EUR,Simon SAS,1999-07-14T07:47:49+02:00,224,45,224
17941,8134.4,EUR,Durand EI,2013-03-08T09:59:08+01:00,395,363,395
17942,453026.54,EUR,Charles SEM,2022-08-24T08:13:18+02:00,885,900,885
17943,1969.52,EUR,Meunier SAS,2012-02-22T04:40:20+01:00,480,213,480
17944,3943.35,EUR,Perrot et Garcia,2007-04-14T04:54:15+02:00,245,69,245
17945,7058.53,EUR,Remy SARL,2008-11-04T18:09:09+01:00,848,961,848
17946,5579.24,EUR,Benoit et Gautier,2021-02-02T15:16:25+01:00,553,475,553
17947,8199.31,EUR,Collet et Masson,2016-06-13T11:44:25+02:00,300,135,300
17948,4199.61,EUR,Lacroix et Leclerc,2011-11-05T19:25:03+01:00,135,707,433
17949,7258.78,EUR,Guillaume SCOP,2009-06-17T15:25:29+02:00,828,93,642
17950,8023.58,EUR,Leroux SA,2012-04-19T22:32:48+02:00,403,866,403
17951,9449.39,EUR,Dumont EI,2002-04-12T00:25:58+02:00,708,608,708
17952,9380.5,EUR,Giraud et Lacroix,2012-12-23T11:05:14+01:00,276,429,197
17953,3400.75,EUR,Maillard et Jean,2003-05-30T00:31:32+02:00,337,366,337
17954,28.93,EUR,Aubert et Lefebvre,2020-04-28T10:44:14+02:00,288,426,288
17955,1410.18,EUR,Louis et Marchal,2012-08-04T13:42:56+02:00,954,417,954
17956,3979.52,EUR,Francois SEM,2006-10-28T11:37:41+02:00,89,485,89
17957,881.25,EUR,Olivier et Bonnet,2017-04-30T22:50:35+02:00,650,317,650
17958,3270.27,EUR,Maillard et Philippe,1999-10-30T16:52:49+02:00,973,718,973
17959,5075.41,EUR,Fleury SCOP,2020-05-17T18:00:59+02:00,895,698,895
17960,7512.9,EUR,Martin EURL,2001-03-20T16:48:09+01:00,12,747,12
17961,8025.84,EUR,Perez et Robin,2010-02-23T12:22:51+01:00,838,769,838
17962,2087.67,FJD,Dumont SEM,2016-01-02T17:40:47+01:00,992,424,992
17963,6684.25,EUR,Huet et Morin,2014-11-13T11:07:19+01:00,726,270,726
17964,3125,EUR,Denis et Robin,2002-08-18T14:06:01+02:00,536,28,536
17965,2217.24,EUR,Paul EI,2014-03-11T12:35:38+01:00,880,110,880
17966,877128,EUR,Francois et Schneider,1999-05-17T01:01:50+02:00,632,662,632
17967,6411.12,EUR,Schmitt EI,2008-10-19T22:55:42+02:00,343,245,343
17968,2627.3,EUR,Lambert SAS,1999-09-25T04:51:09+02:00,153,289,153
17969,9293.24,EUR,Adam et Gauthier,2016-06-25T18:32:46+02:00,723,190,723
17970,1512.8,EUR,Morel EI,2009-02-04T13:13:21+01:00,897,731,897
17971,9947.38,EUR,Rey SA,2005-07-23T18:04:42+02:00,742,664,742
17972,9859.48,EUR,Andre et Chevalier,2013-07-28T21:00:03+02:00,434,527,434
17973,3301.96,EUR,Arnaud et Rousseau,2009-12-04T10:11:02+01:00,822,112,822
17974,314502.2,EUR,Louis GIE,2007-07-18T04:32:09+02:00,247,209,247
17975,7943.13,EUR,Laine GIE,2023-05-15T19:42:36+02:00,343,425,343
17976,8733.33,OMR,Arnaud SA,2000-02-02T02:27:26+01:00,14,679,14
17977,1362.87,EUR,Breton SEM,2015-03-27T00:26:16+01:00,914,784,914
17978,8109.11,EUR,Picard SCOP,2021-03-03T00:21:54+01:00,966,17,966
17979,9412.86,PEN,Le gall et Masson,2006-04-15T19:45:17+02:00,754,333,754
17980,6853.85,EUR,Meunier et Leroux,2005-01-02T17:07:04+01:00,75,993,75
17981,4379.99,EUR,Gautier EI,2001-11-25T02:56:30+01:00,439,491,439
17982,492252.74,BSD,Guillaume et Gonzalez,2017-05-03T09:58:13+02:00,506,966,700
17983,7555.8,EUR,Dupuis EURL,2022-08-06T03:08:07+02:00,332,601,332
17984,2411.15,EUR,Gauthier GIE,2017-03-15T06:55:13+01:00,248,830,248
17985,253.27,EUR,Leclerc GIE,2005-04-02T02:24:59+02:00,680,582,680
17986,8939.49,SAR,Fontaine SARL,2003-03-11T16:35:42+01:00,385,963,385
17987,8076.21,EUR,Gonzalez et Jacquet,1999-08-24T01:16:29+02:00,376,643,376
17988,8753.29,EUR,Leroy SARL,2011-05-01T22:31:23+02:00,953,334,953
17989,38.44,EUR,Lemaire et Legrand,2002-07-30T00:18:57+02:00,218,894,218
17990,3785.36,EUR,Morin SAS,2003-09-19T14:56:20+02:00,490,977,490
17991,5626.17,EUR,Henry SAS,2002-10-08T11:30:45+02:00,229,818,229
17992,7149.71,EUR,Royer et Guillaume,2016-05-06T17:00:43+02:00,28,628,28
17993,2407.71,EUR,Marchal EI,2022-08-28T03:24:52+02:00,661,657,661
17994,4554.48,EUR,Dufour et Clement,2004-09-01T13:23:48+02:00,262,406,262
17995,2927.57,VND,Dumont et Meunier,2023-06-20T22:31:55+02:00,604,610,604
17996,715.85,EUR,Michel et Lemoine,2018-02-02T07:09:36+01:00,130,211,130
17997,3866.09,EUR,Deschamps SARL,2008-11-21T15:07:37+01:00,42,521,42
17998,401.96,EUR,Paul SCOP,2013-04-22T08:53:39+02:00,589,162,589
17999,5780.2,EUR,Guillot et Remy,2011-10-30T02:24:44+02:00,763,451,763
18000,4203.94,EUR,Guillaume SEM,2002-05-23T05:42:54+02:00,15,715,15
18001,4837.52,XCD,Berger GIE,2013-11-11T10:46:32+01:00,565,458,565
18002,6546.63,EUR,Prevost et Meunier,2023-02-23T21:42:54+01:00,664,515,664
18003,219962.62,EUR,Fournier et Dupont,2016-07-02T03:21:07+02:00,857,641,857
18004,3205.63,EUR,Jacquet EI,2006-05-25T05:45:13+02:00,392,401,392
18005,5628.15,LAK,Lemoine et Renault,2022-03-28T09:06:02+02:00,609,651,609
18006,9113,EUR,Roussel et Laine,2003-08-05T23:35:01+02:00,709,395,709
18007,2776.48,EUR,Mathieu SA,2012-01-25T11:08:50+01:00,337,960,337
18008,1871.48,JOD,Vasseur SCOP,2021-02-02T15:49:54+01:00,451,765,451
18009,956302.6,EUR,Martinez SCOP,2023-05-11T10:22:35+02:00,876,215,876
18010,7192.43,EUR,Fontaine et Blanc,2006-08-10T17:36:12+02:00,742,536,742
18011,7409.14,EUR,Dubois et Boyer,2000-01-30T08:39:41+01:00,143,117,143
18012,9307.62,EUR,Picard SARL,2010-06-06T18:10:07+02:00,660,135,660
18013,1158.32,XOF,David et Adam,2006-06-26T00:21:46+02:00,150,46,150
18014,2445.05,EUR,Aubert EI,2002-11-10T14:32:27+01:00,2,270,788
18015,4030.22,EUR,Vidal SCOP,2002-07-01T10:26:56+02:00,487,805,487
18016,7232.01,EUR,Vidal et Menard,2000-09-05T23:47:56+02:00,208,213,208
18017,2950.5,EUR,Deschamps EURL,2018-12-27T02:47:31+01:00,765,338,765
18018,7871.54,EUR,Philippe SCOP,2016-11-30T22:30:53+01:00,254,783,254
18019,894457.95,EUR,Carre SEM,2001-11-15T07:32:42+01:00,249,314,249
18020,2511.53,EUR,Gaillard et Le gall,2020-07-30T22:41:23+02:00,36,828,36
18021,8674.85,EUR,Duval SAS,2015-08-17T22:50:19+02:00,635,627,635
18022,9006.5,EUR,Le gall EI,2020-11-05T17:41:09+01:00,177,274,177
18023,2217.49,EUR,Meunier GIE,2008-04-02T18:03:32+02:00,833,39,833
18024,7211.96,EUR,Marchal et Dupuis,2003-10-10T18:06:35+02:00,699,121,699
18025,311121.18,EUR,Baron et Legrand,2001-10-16T02:12:25+02:00,441,20,441
18026,2672.46,EUR,Charpentier et Remy,2005-03-20T05:38:04+01:00,893,699,893
18027,543882.11,EUR,Pierre SAS,2000-04-23T13:08:02+02:00,646,767,646
18028,9560.41,EUR,Lecomte SAS,2003-08-24T03:01:49+02:00,871,92,871
18029,4078.21,EUR,Roussel SCOP,2014-02-15T02:11:50+01:00,423,396,423
18030,394481.6,EUR,Lacroix et Rey,2001-02-25T09:01:39+01:00,96,58,96
18031,17210.79,EUR,Duval et Martinez,2017-02-23T13:01:42+01:00,781,820,781
18032,145.79,EUR,Guillaume et Mercier,2009-12-01T22:53:56+01:00,601,360,601
18033,965.78,EUR,Laurent SARL,2003-11-08T09:04:21+01:00,710,426,710
18034,4005.84,EUR,Vincent SA,2006-10-05T00:03:41+02:00,226,102,226
18035,1069.09,EUR,Pierre EURL,2004-01-25T01:59:02+01:00,691,331,691
18036,383757.9,EUR,Poirier et Meyer,2007-07-11T05:18:45+02:00,360,350,360
18037,9515.03,EUR,Le gall et Rolland,2016-10-16T14:07:43+02:00,995,643,995
18038,677.83,EUR,Leclercq SA,2006-10-28T13:47:53+02:00,919,85,919
18039,3303.01,EUR,Robin et Laine,2012-03-21T10:45:49+01:00,148,443,148
18040,4801.13,EUR,Perrot et Petit,2020-12-02T05:36:09+01:00,536,26,536
18041,347.61,EUR,Dufour et Clement,2021-01-08T19:24:58+01:00,693,374,693
18042,7858.29,EUR,Francois et Roux,2018-10-02T07:49:44+02:00,195,786,195
18043,9730.86,EUR,Hubert EURL,2019-12-14T16:10:22+01:00,239,992,239
18044,8255.98,EUR,Gautier EURL,2005-06-15T21:06:31+02:00,92,805,92
18045,2775.5,EUR,Lopez SEM,2023-05-23T20:31:16+02:00,931,343,120
18046,6793.57,EUR,Marty SCOP,2022-01-29T03:14:56+01:00,425,953,425
18047,7236.85,EUR,Philippe et Boyer,2007-07-06T17:28:38+02:00,163,679,994
18048,7923.46,EUR,Lopez EURL,2002-05-31T11:23:15+02:00,947,923,947
18049,8950.37,EUR,Gautier et Roux,2007-03-09T04:16:37+01:00,656,11,656
18050,7599.83,EUR,Fabre SEM,2008-06-05T01:10:08+02:00,237,671,237
18051,3637.62,EUR,Le gall EURL,2013-05-30T19:14:31+02:00,148,731,148
18052,4593.31,EUR,Guerin et Rousseau,2006-02-02T22:16:27+01:00,763,397,763
18053,271.64,EUR,Berger et Dumont,2020-11-22T15:06:15+01:00,965,231,965
18054,3151.7,EUR,Bonnet et Moulin,2014-04-11T23:52:11+02:00,128,566,128
18055,8089.59,EUR,Andre SAS,2015-06-01T11:31:05+02:00,38,443,38
18056,4697.49,EUR,Robin SEM,2009-03-09T04:14:04+01:00,259,987,259
18057,7956.29,EUR,Gaillard et Vincent,2008-03-13T09:49:00+01:00,53,726,53
18058,8057.2,EUR,Denis SA,2008-03-16T05:18:05+01:00,128,194,67
18059,5372.51,EUR,Bonnet SCOP,2022-05-28T19:05:26+02:00,103,922,103
18060,8085.67,EUR,Lemoine SA,2004-06-23T09:03:12+02:00,914,639,914
18061,2273.74,EUR,Royer et Perrot,1999-11-02T03:27:22+01:00,919,606,919
18062,694.3,EUR,Sanchez et Martin,2010-01-03T08:34:05+01:00,278,951,278
18063,1209.38,EUR,Dubois SA,2017-11-09T15:54:51+01:00,388,633,256
18064,1369.58,EUR,Muller et Moreau,2017-06-03T23:30:05+02:00,936,321,936
18065,4514.96,EUR,Fournier SEM,2012-08-07T06:08:51+02:00,834,129,834
18066,7917.54,EUR,Carpentier et Roger,2003-09-08T19:51:09+02:00,867,613,867
18067,1064.31,EUR,Lecomte et Garnier,2013-02-19T23:32:29+01:00,931,122,931
18068,5141.44,EUR,Chevalier SA,2009-09-08T04:22:12+02:00,686,494,686
18069,111.8,EUR,Royer et Jean,2003-08-09T22:18:42+02:00,374,886,374
18070,2971.55,EUR,Arnaud et Louis,2005-11-22T10:09:05+01:00,737,310,737
18071,5147.99,EUR,Olivier et Dupont,2019-09-17T20:41:59+02:00,64,962,64
18072,2805.03,EUR,Le gall SCOP,2002-09-22T17:33:08+02:00,809,363,809
18073,6594.58,EUR,Richard SARL,2017-01-08T00:49:12+01:00,910,314,910
18074,390665.88,EUR,Brunet SA,2001-06-26T14:54:28+02:00,623,449,623
18075,7119.58,EUR,Le gall EURL,2020-02-04T20:40:33+01:00,869,841,869
18076,6705.31,EUR,Barre GIE,2004-11-06T12:24:10+01:00,937,805,937
18077,5283.01,EUR,Leclerc et Fernandez,2009-05-27T16:59:47+02:00,105,941,105
18078,6532.64,EUR,Rey SA,2004-08-01T01:43:52+02:00,609,123,609
18079,3540.39,EUR,Menard et Remy,2015-08-11T00:40:46+02:00,714,667,714
18080,8979.63,EUR,Breton et Morel,2023-12-28T16:41:48+01:00,626,311,626
18081,4237.25,EUR,Laurent et Blanc,2004-07-02T14:57:21+02:00,40,915,40
18082,5547.85,EUR,Dupuis et Bonnet,2022-02-15T06:25:37+01:00,988,438,988
18083,2833.03,EUR,Meyer et Aubert,2007-06-22T15:08:44+02:00,12,279,12
18084,99.64,EUR,Royer SARL,2008-07-28T16:49:11+02:00,278,296,278
18085,4948.41,EUR,Noel SAS,2010-10-11T08:10:45+02:00,24,775,24
18086,583747.04,EUR,Guillot GIE,2015-12-06T17:50:58+01:00,618,9,618
18087,953984.05,EUR,Fleury et Boyer,2007-11-28T19:32:43+01:00,205,854,205
18088,4871.2,EUR,Riviere et Fernandez,2007-03-21T21:33:02+01:00,322,904,322
18089,9445.3,EUR,Barre SAS,2023-06-06T21:09:57+02:00,881,745,881
18090,9503.88,EUR,Dubois GIE,2021-06-03T17:01:15+02:00,361,407,361
18091,6907.04,EUR,Barre et Lecomte,2010-02-25T13:10:25+01:00,475,417,475
18092,893193.51,EUR,Muller EI,2023-02-02T11:07:01+01:00,995,954,995
18093,2979.22,EUR,Meunier et Riviere,2023-07-07T02:03:07+02:00,793,223,793
18094,6226.66,EUR,Renault SEM,2006-03-28T12:54:06+02:00,680,610,680
18095,8974.6,EUR,Leroy SA,2004-05-18T08:21:08+02:00,282,952,282
18096,2880.55,EUR,Robin et Renaud,2018-01-20T18:59:30+01:00,756,726,756
18097,2257.57,EUR,Charpentier et Rey,2020-11-07T05:25:34+01:00,399,163,399
18098,1032.99,EUR,Arnaud et Leclerc,2015-10-23T02:28:19+02:00,768,791,768
18099,2435.74,EUR,Marchand et Riviere,2000-04-19T14:08:09+02:00,345,291,345
18100,4031.64,EUR,Dupuis SARL,2023-03-19T02:32:53+01:00,308,520,308
18101,6465.06,EUR,Breton EI,2004-12-31T13:02:37+01:00,35,670,35
18102,6945.51,EUR,Dufour et Clement,2022-11-12T07:37:31+01:00,641,7,641
18103,897.67,EUR,Petit SA,2008-06-13T21:19:38+02:00,274,442,274
18104,6918.12,EUR,Philippe et Nicolas,2023-08-03T08:43:29+02:00,273,180,273
18105,252.43,EUR,Sanchez SAS,2016-12-14T18:27:12+01:00,795,920,795
18106,5804.94,EUR,Henry et Muller,2009-03-29T14:33:45+02:00,235,275,235
18107,34.18,EUR,Lambert SAS,2009-09-09T10:06:48+02:00,105,938,105
18108,5664.96,EUR,Julien SCOP,2012-07-04T00:45:01+02:00,261,817,261
18109,9426.21,EUR,Blanchard et Francois,2013-02-09T10:23:06+01:00,646,588,646
18110,9110.7,EUR,Mercier SEM,2013-06-06T18:58:21+02:00,139,536,139
18111,1799.74,EUR,Petit SA,2015-04-09T03:11:28+02:00,208,790,208
18112,930173.61,EUR,Marchand GIE,2020-03-05T14:03:27+01:00,805,553,805
18113,6844.09,EUR,Perrin et Menard,2016-11-10T16:53:48+01:00,524,247,524
18114,2862.64,EUR,Vidal et Lefebvre,2013-07-13T07:57:50+02:00,594,113,594
18115,286391.02,EUR,Rey SAS,2023-01-09T17:14:42+01:00,393,118,393
18116,6509.43,EUR,Leroux SCOP,2019-12-31T08:24:08+01:00,485,296,485
18117,2041.93,EUR,Paris et Durand,2018-11-24T06:43:47+01:00,261,531,261
18118,5817.09,EUR,Meunier SA,2001-02-16T00:43:59+01:00,308,6,308
18119,9253.43,EUR,Remy GIE,2009-09-23T06:51:19+02:00,914,388,914
18120,5500.09,EUR,Francois et Leroy,2013-05-23T09:15:49+02:00,676,861,676
18121,1523.77,EUR,Bertrand et Laurent,2015-09-27T03:57:35+02:00,326,491,326
18122,8758.69,EUR,Baron et Aubert,2004-03-11T20:23:57+01:00,436,620,436
18123,8033.73,EUR,Lemoine GIE,2021-10-24T10:04:38+02:00,433,232,433
18124,7061.69,EUR,Guerin SA,2004-04-09T11:10:28+02:00,429,244,429
18125,4361.2,EUR,Jacquet SARL,2006-05-01T00:49:48+02:00,248,387,248
18126,2921.29,EUR,Thomas EURL,2013-08-10T05:23:13+02:00,498,215,881
18127,1084.43,EUR,Michel SA,2020-08-08T13:03:55+02:00,619,724,619
18128,8160.86,EUR,Rousseau EURL,2022-06-10T18:57:33+02:00,244,855,244
18129,2371.44,EUR,Charpentier EI,2012-09-29T18:48:37+02:00,327,802,327
18130,885206.47,EUR,Gerard SCOP,2005-11-18T01:52:10+01:00,261,939,261
18131,4733.05,EUR,Simon SEM,2005-02-14T03:38:21+01:00,541,995,541
18132,9432.98,EUR,Paris et Louis,2014-08-30T10:41:30+02:00,655,158,655
18133,2535.47,MUR,Dumont et Bernard,2013-11-10T05:29:03+01:00,863,620,863
18134,6268.01,EUR,Maillard EI,2000-03-09T13:24:39+01:00,213,260,213
18135,4503.54,EUR,Muller et Guillot,2010-03-14T14:22:51+01:00,964,525,964
18136,5295.8,EUR,Brunet SCOP,2001-04-24T09:58:29+02:00,463,928,463
18137,7470.49,EUR,Simon SEM,2002-07-15T21:00:30+02:00,604,803,604
18138,3143.34,EUR,Blanc et Renaud,2017-10-05T16:09:52+02:00,116,851,116
18139,5136.83,EUR,Huet SAS,2012-11-05T22:21:09+01:00,743,274,743
18140,1183.68,EUR,Marchand et Gonzalez,2021-01-08T11:15:56+01:00,477,475,477
18141,364716.42,EUR,Duval EURL,2005-07-22T11:25:22+02:00,131,412,131
18142,8024.52,EUR,Meunier SCOP,2000-02-15T13:32:05+01:00,167,461,167
18143,1785.62,EUR,Schneider et Leclerc,2015-11-19T16:05:34+01:00,569,391,569
18144,4352.63,EUR,Schneider et Philippe,2002-03-13T22:31:12+01:00,72,657,825
18145,4869.49,XRP,Renault et Pons,2012-06-09T17:04:56+02:00,324,64,324
18146,275.21,EUR,Denis SAS,2017-01-23T11:36:37+01:00,37,188,37
18147,9850.9,EUR,Richard EI,2005-05-04T13:45:58+02:00,199,292,199
18148,3086.93,EUR,Guillot et David,2018-02-19T19:57:20+01:00,334,31,334
18149,6631.2,EUR,Le gall SEM,2016-12-15T21:20:53+01:00,307,910,307
18150,510.08,EUR,Jacquet SARL,2020-05-23T00:23:38+02:00,973,847,973
18151,6031.54,EUR,Rousseau et Barbier,2016-04-02T00:23:24+02:00,957,397,957
18152,1607.04,EUR,Perez et Perrin,2020-04-09T13:34:16+02:00,616,982,616
18153,2629.96,EUR,Marchal EI,2017-07-29T08:07:33+02:00,643,768,643
18154,6890.87,EUR,Huet et Vasseur,2023-10-19T10:45:35+02:00,488,717,488
18155,5984.34,EUR,Prevost et Marty,2017-12-21T11:38:30+01:00,938,819,938
18156,1771.59,EUR,Royer SA,2018-07-03T03:38:26+02:00,358,309,358
18157,1689.38,EUR,Dumas SAS,2005-12-22T12:04:26+01:00,550,86,550
18158,7508.47,EUR,Dupont et Martinez,2012-01-03T00:08:59+01:00,652,913,652
18159,780.84,EUR,Rey SA,2019-05-14T09:36:05+02:00,34,947,34
18160,9185.21,EUR,Fournier et Vincent,2011-03-12T13:42:00+01:00,61,197,529
18161,9821.04,EUR,Roger et Barbier,2002-01-30T23:07:30+01:00,908,173,908
18162,9767.97,EUR,Petit et Guillaume,2006-09-08T12:13:45+02:00,453,176,453
18163,131.27,EUR,Martin EI,2002-11-30T19:05:22+01:00,126,80,126
18164,7856.21,EUR,Duval SA,2011-05-11T18:07:39+02:00,824,87,824
18165,2040.39,TRY,Lucas et Roger,2014-01-05T19:22:56+01:00,506,767,506
18166,5278.62,EUR,Cousin GIE,2007-05-13T22:26:47+02:00,341,970,341
18167,2584.2,EUR,Bonnet et Da silva,2003-02-16T13:59:14+01:00,131,189,131
18168,3930.05,EUR,Richard et Marchal,2007-03-06T21:58:01+01:00,489,1,489
18169,8795.85,EUR,Carre SCOP,2017-01-30T06:59:27+01:00,209,45,209
18170,4123.85,EUR,Vidal et Colin,2008-06-21T00:35:21+02:00,927,881,927
18171,3060.27,EUR,Moreau SARL,2020-06-09T05:56:15+02:00,309,744,309
18172,6625.3,EUR,Barre EURL,2023-02-24T22:52:20+01:00,607,163,607
18173,5092.42,EUR,Philippe SA,2007-10-22T10:57:54+02:00,769,44,769
18174,510500.33,EUR,Menard SARL,2018-03-03T17:12:52+01:00,889,403,889
18175,6102.61,EUR,Gaillard SARL,2014-11-22T00:07:41+01:00,898,821,898
18176,5194.75,EUR,Fleury et Marie,2014-01-26T21:28:26+01:00,872,709,872
18177,409757.09,EUR,Adam SA,2000-09-10T07:50:34+02:00,116,504,116
18178,356.6,EUR,Dufour SA,2009-01-05T06:53:59+01:00,271,59,271
18179,3479.13,EUR,Garnier SARL,2011-10-25T04:36:28+02:00,990,843,990
18180,2089.53,EUR,Louis et Maillard,2004-04-02T09:23:39+02:00,656,25,656
18181,8305.37,EUR,Charpentier et Adam,2018-03-01T05:17:36+01:00,241,791,241
18182,6114.01,EUR,Renard SCOP,2002-04-29T08:37:03+02:00,851,740,851
18183,7846.39,EUR,Leroy GIE,2006-05-14T12:22:48+02:00,665,896,665
18184,2247.99,EUR,Joly et Perrot,2022-01-09T15:11:27+01:00,286,898,286
18185,8431.85,ZAR,Pons EURL,2022-04-03T00:40:33+02:00,196,439,196
18186,6750.81,EUR,Dubois et Breton,2002-06-08T06:04:38+02:00,829,82,829
18187,8839.04,EUR,Roy GIE,2015-03-01T21:15:32+01:00,935,317,935
18188,5145.72,EUR,Dupuis GIE,2017-03-22T09:46:23+01:00,967,867,967
18189,9081.86,EUR,Roche et Richard,2015-09-04T18:13:49+02:00,786,447,786
18190,4333.07,EUR,Gauthier et Leroux,2005-06-05T08:53:59+02:00,397,167,397
18191,2305.47,COP,Mathieu et Colin,2021-05-01T10:41:20+02:00,909,259,909
18192,4412.77,EUR,Renaud SA,2001-05-19T07:57:28+02:00,826,261,826
18193,2557.56,EUR,Faure EURL,2018-10-21T07:20:22+02:00,287,528,287
18194,4339.86,EUR,David et Richard,2016-06-07T07:52:38+02:00,535,928,535
18195,9600.31,EUR,Lemoine SAS,2000-08-14T07:08:42+02:00,679,490,679
18196,1417.7,EUR,Chevalier et Collet,2002-10-25T16:48:48+02:00,90,94,90
18197,391599.92,EUR,Dupont SCOP,2006-07-20T20:18:18+02:00,960,554,960
18198,5245.51,EUR,Noel et Dupuy,2004-06-16T03:47:08+02:00,150,541,150
18199,7893.35,EUR,Gerard et Barre,2017-08-05T03:25:34+02:00,256,892,256
18200,6832.69,EUR,Morin et Leroy,2021-10-05T21:31:51+02:00,978,107,978
18201,6479.59,EUR,Joly et Clement,2006-11-17T23:07:04+01:00,853,183,853
18202,9566.69,EUR,Blanc SA,2023-07-12T11:01:47+02:00,724,847,724
18203,1306.14,EUR,Vasseur GIE,2000-08-20T09:29:25+02:00,39,130,39
18204,7074,EUR,Fournier EI,2004-12-14T05:51:00+01:00,272,648,272
18205,5233.58,EUR,Laine GIE,2003-10-05T01:41:12+02:00,358,233,358
18206,4068.75,EUR,Adam EURL,2019-04-10T00:41:02+02:00,694,105,694
18207,9731.21,EUR,Prevost et Carre,2006-08-27T03:51:42+02:00,116,317,116
18208,6299.35,EUR,Olivier GIE,2014-01-08T07:21:47+01:00,634,834,634
18209,7718.97,EUR,Roger SCOP,2008-01-17T03:20:25+01:00,720,131,720
18210,1145.65,EUR,Adam SAS,2017-05-26T23:20:24+02:00,215,710,215
18211,8628.3,EUR,Lemaire et Poirier,2021-04-15T18:39:49+02:00,272,288,272
18212,1909.36,EUR,Deschamps et Jean,2023-04-15T15:08:52+02:00,710,642,710
18213,1840.29,EUR,Rodriguez et Lefevre,2016-07-29T06:17:05+02:00,591,609,591
18214,398.29,EUR,Aubert GIE,2021-12-26T02:09:57+01:00,281,820,281
18215,5084.25,EUR,Paul et Charles,2000-06-16T16:26:39+02:00,624,135,624
18216,98.95,EUR,Jean EURL,2007-06-06T06:52:50+02:00,829,983,829
18217,221594.72,EUR,Mercier et Julien,2012-02-15T22:22:06+01:00,720,959,720
18218,9589.76,EUR,Perrin EURL,2006-10-05T04:35:11+02:00,301,329,301
18219,6100.32,LBP,Francois EI,2023-12-27T03:04:47+01:00,82,412,82
18220,4104.2,EUR,Clement et Guerin,2018-03-06T12:24:55+01:00,114,503,114
18221,5242.86,EUR,Baron SCOP,2009-02-05T19:16:21+01:00,448,411,448
18222,3074.93,EUR,Blanchard et Riviere,2009-12-12T19:56:44+01:00,194,534,194
18223,9606.51,EUR,Lopez EURL,2007-06-09T19:53:45+02:00,88,60,88
18224,5102.21,EUR,David SCOP,2018-06-30T01:47:18+02:00,902,835,902
18225,5268.3,EUR,Nicolas et Laurent,1999-07-09T03:29:01+02:00,782,457,782
18226,4166.23,EUR,Roussel et Garcia,2002-07-07T17:47:42+02:00,667,96,667
18227,2571.92,EUR,Fleury et Schneider,2006-11-11T03:17:40+01:00,430,917,430
18228,1536.66,EUR,Richard et Dupuis,2000-05-20T22:46:25+02:00,536,934,536
18229,2882.58,EUR,Muller EURL,2015-06-07T11:08:21+02:00,573,532,573
